file,folder,path,bytes,modified,nVariables,variable_names,has_formal,has_X,has_F,has_Tsolutions,has_Tsummary,has_Tbounds,has_Tgaopts,has_population_scores,load_status,error_message,article_value
FORMAL_RESULTS_NARRATIVE_v96r.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\formal_results_narrative_v96r\FORMAL_RESULTS_NARRATIVE_v96r_20260628_004113\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\formal_results_narrative_v96r\FORMAL_RESULTS_NARRATIVE_v96r_20260628_004113\mat\FORMAL_RESULTS_NARRATIVE_v96r.mat,18649,28-jun.-2026 01:41:14,31,"H1, H2, H4, H9, T, Tchecks, Tkey, TnarrSummary, Trecommended, Tsummary, decision, diagnosis, fig4_diagnosis, fig4_dir, fig4_found, fig4_pngDir, gasLP, logsDir, matDir, mdDir, next_step, outChecksCsv, outDir, outKeyCsv, outMat, outMd, outSummaryCsv, outTxt, summary, tablesDir, txtDir",0,0,0,0,1,0,0,0,OK,,Optimization/front data candidate.
FINAL_CLEAN_TRIOBJECTIVE_FIGURES_v96q_fig4.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\final_clean_triobjective_figures_v96q_fig4\FINAL_CLEAN_TRIOBJECTIVE_FIGURES_v96q_fig4_20260628_003238\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\final_clean_triobjective_figures_v96q_fig4\FINAL_CLEAN_TRIOBJECTIVE_FIGURES_v96q_fig4_20260628_003238\mat\FINAL_CLEAN_TRIOBJECTIVE_FIGURES_v96q_fig4.mat,10821,28-jun.-2026 01:32:46,21,"T, Tchecks, Trecommended, Tsummary, TsummaryFig, decision, diagnosis, figDir, figFiles, figNativeDir, figureFiles, logsDir, matDir, next_step, outChecksCsv, outPlotCsv, outSummaryCsv, pdfDir, pdfFiles, pngDir, tablesDir",0,0,0,0,1,0,0,0,OK,,Optimization/front data candidate.
CORRECTED_TRIOBJECTIVE_EXECUTIVE_FIGURES_v96q_fig3.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\corrected_triobjective_executive_figures_v96q_fig3\CORRECTED_TRIOBJECTIVE_EXECUTIVE_FIGURES_v96q_fig3_20260628_002015\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\corrected_triobjective_executive_figures_v96q_fig3\CORRECTED_TRIOBJECTIVE_EXECUTIVE_FIGURES_v96q_fig3_20260628_002015\mat\CORRECTED_TRIOBJECTIVE_EXECUTIVE_FIGURES_v96q_fig3.mat,11319,28-jun.-2026 01:20:23,21,"T, Tchecks, Trecommended, Tsummary, TsummaryFig, decision, diagnosis, figDir, figFiles, figNativeDir, figureFiles, logsDir, matDir, next_step, outChecksCsv, outPlotCsv, outSummaryCsv, pdfDir, pdfFiles, pngDir, tablesDir",0,0,0,0,1,0,0,0,OK,,Optimization/front data candidate.
EXECUTIVE_RESULTS_FIGURES_SIMPLIFIED_v96q_fig2.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\executive_results_figures_simplified_v96q_fig2\EXECUTIVE_RESULTS_FIGURES_SIMPLIFIED_v96q_fig2_20260628_000638\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\executive_results_figures_simplified_v96q_fig2\EXECUTIVE_RESULTS_FIGURES_SIMPLIFIED_v96q_fig2_20260628_000638\mat\EXECUTIVE_RESULTS_FIGURES_SIMPLIFIED_v96q_fig2.mat,10644,28-jun.-2026 01:06:45,21,"T, Tchecks, Trecommended, Tsummary, TsummaryFig, decision, diagnosis, figDir, figFiles, figNativeDir, figureFiles, logsDir, matDir, next_step, outChecksCsv, outPlotCsv, outSummaryCsv, pdfDir, pdfFiles, pngDir, tablesDir",0,0,0,0,1,0,0,0,OK,,Optimization/front data candidate.
EXECUTIVE_RESULTS_FIGURES_SIMPLIFIED_v96q_fig2.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\executive_results_figures_simplified_v96q_fig2\EXECUTIVE_RESULTS_FIGURES_SIMPLIFIED_v96q_fig2_20260627_235113\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\executive_results_figures_simplified_v96q_fig2\EXECUTIVE_RESULTS_FIGURES_SIMPLIFIED_v96q_fig2_20260627_235113\mat\EXECUTIVE_RESULTS_FIGURES_SIMPLIFIED_v96q_fig2.mat,10647,28-jun.-2026 00:51:20,21,"T, Tchecks, Trecommended, Tsummary, TsummaryFig, decision, diagnosis, figDir, figFiles, figNativeDir, figureFiles, logsDir, matDir, next_step, outChecksCsv, outPlotCsv, outSummaryCsv, pdfDir, pdfFiles, pngDir, tablesDir",0,0,0,0,1,0,0,0,OK,,Optimization/front data candidate.
SURROGATE_RESPONSE_MAPS_FROM_FORMAL_FRONT_v96q_rsm1_fix1.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\surrogate_response_maps_from_formal_front_v96q_rsm1_fix1\SURROGATE_RESPONSE_MAPS_FROM_FORMAL_FRONT_v96q_rsm1_fix1_20260627_233842\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\surrogate_response_maps_from_formal_front_v96q_rsm1_fix1\SURROGATE_RESPONSE_MAPS_FROM_FORMAL_FRONT_v96q_rsm1_fix1_20260627_233842\mat\SURROGATE_RESPONSE_MAPS_FROM_FORMAL_FRONT_v96q_rsm1_fix1.mat,460833,28-jun.-2026 00:41:54,24,"T, TallMaps, Tchecks, Trecommended, Tsummary, TsummaryMaps, decision, diagnosis, figDir, figFiles, figureFiles, logsDir, mapDir, matDir, next_step, outChecksCsv, outMapsCsv, outRecommendedCsv, outSolutionsCsv, outSummaryCsv, pdfDir, pdfFiles, pngDir, tablesDir",0,0,0,0,1,0,0,0,OK,,Optimization/front data candidate.
TRIOBJECTIVE_FORMAL_RESULTS_FIGURES_v96q_fig1.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\triobjective_formal_results_figures_v96q_fig1\TRIOBJECTIVE_FORMAL_RESULTS_FIGURES_v96q_fig1_FIX1_20260627_222746\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\triobjective_formal_results_figures_v96q_fig1\TRIOBJECTIVE_FORMAL_RESULTS_FIGURES_v96q_fig1_FIX1_20260627_222746\mat\TRIOBJECTIVE_FORMAL_RESULTS_FIGURES_v96q_fig1.mat,10576,27-jun.-2026 23:27:59,15,"T, Tchecks, Trecommended, Trep, Tsummary, decision, diagnosis, figDir, figFiles, figMatDir, figNativeFiles, next_step, pdfDir, pdfFiles, pngDir",0,0,0,0,1,0,0,0,OK,,Optimization/front data candidate.
TRIOBJECTIVE_FORMAL_RESULTS_FIGURES_v96q_fig1.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\triobjective_formal_results_figures_v96q_fig1\TRIOBJECTIVE_FORMAL_RESULTS_FIGURES_v96q_fig1_20260627_220752\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\triobjective_formal_results_figures_v96q_fig1\TRIOBJECTIVE_FORMAL_RESULTS_FIGURES_v96q_fig1_20260627_220752\mat\TRIOBJECTIVE_FORMAL_RESULTS_FIGURES_v96q_fig1.mat,9740,27-jun.-2026 23:08:22,13,"T, Tchecks, Trecommended, Trep, Tsummary, decision, diagnosis, figDir, figFiles, figMatDir, next_step, pdfDir, pngDir",0,0,0,0,1,0,0,0,OK,,Optimization/front data candidate.
REPORT_PACKAGE_ZIP_REPAIR_v96q_fix1.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\report_package_zip_repair_v96q_fix1\REPORT_PACKAGE_ZIP_REPAIR_v96q_fix1_20260627_220118\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\report_package_zip_repair_v96q_fix1\REPORT_PACKAGE_ZIP_REPAIR_v96q_fix1_20260627_220118\mat\REPORT_PACKAGE_ZIP_REPAIR_v96q_fix1.mat,8921,27-jun.-2026 23:01:19,23,"Tchecks, Trequired, Tsource, TzipContent, decision, diagnosis, fixDir, next_step, outChecksCsv, outMat, outMd, outRequiredCsv, outSourceCsv, outTxt, outZipContentCsv, pkgDirPrev, pkgMatPrev, repairFlags, repairedZipFix, repairedZipOriginalPackage, repairedZipTemp, stagingPayload, stagingRoot",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
TRIOBJECTIVE_FORMAL_RESULTS_REPORT_PACKAGE_v96q.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\triobjective_formal_results_report_package_v96q\TRIOBJECTIVE_FORMAL_RESULTS_REPORT_PACKAGE_v96q_20260627_215158\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\triobjective_formal_results_report_package_v96q\TRIOBJECTIVE_FORMAL_RESULTS_REPORT_PACKAGE_v96q_20260627_215158\mat\TRIOBJECTIVE_FORMAL_RESULTS_REPORT_PACKAGE_v96q.mat,22428,27-jun.-2026 22:51:58,37,"Tadmissible, TbestAdmissible, Tchecks, Tclaims, Texecutive, Tinadmissible, Trecommended, TrepresentativeInterp, Tsolutions, Tverdict, decision, diagnosis, interpDirPrev, interpMat, limitationsText, methodsScopeText, next_step, outAdmissibleCsv, outAllCsv, outBestAdmissibleCsv, outChecksCsv, outClaimsCsv, outExecutiveCsv, outInadmissibleCsv, outManuscriptCaveats, outMat, outMd, outRecommendedCsv, outRepresentativeCsv, outResultsText, outTechnicalDictum, outTxt, outVerdictCsv, packageFlags, pkgDir, resultsText, zipName",0,0,0,1,0,0,0,0,OK,,Optimization/front data candidate.
TRIOBJECTIVE_FORMAL_RESULTS_INTERPRETATION_v96p.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\triobjective_formal_results_interpretation_v96p\TRIOBJECTIVE_FORMAL_RESULTS_INTERPRETATION_v96p_20260627_214504\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\triobjective_formal_results_interpretation_v96p\TRIOBJECTIVE_FORMAL_RESULTS_INTERPRETATION_v96p_20260627_214504\mat\TRIOBJECTIVE_FORMAL_RESULTS_INTERPRETATION_v96p.mat,19477,27-jun.-2026 22:45:04,33,"Tadmissible, TbestAdmissible, Tchecks, Tclaims, Tinadmissible, Trecommended, TrepresentativeInterp, Tsolutions, Tsummary, decision, diagnosis, gasRef, hybRef, interpDir, interpFlags, next_step, outAdmissibleCsv, outAllCsv, outBestAdmissibleCsv, outChecksCsv, outClaimsCsv, outInadmissibleCsv, outMat, outMd, outRecommendedCsv, outRepresentativeCsv, outSummaryCsv, outTxt, postDirPrev, postMat, recommendedText, solarRef, summary",0,0,0,1,1,0,0,0,OK,,Optimization/front data candidate.
TRIOBJECTIVE_FORMAL_POSTRUN_CONSOLIDATION_v96o.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\triobjective_formal_postrun_consolidation_v96o\TRIOBJECTIVE_FORMAL_POSTRUN_CONSOLIDATION_v96o_20260627_213631\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\triobjective_formal_postrun_consolidation_v96o\TRIOBJECTIVE_FORMAL_POSTRUN_CONSOLIDATION_v96o_20260627_213631\mat\TRIOBJECTIVE_FORMAL_POSTRUN_CONSOLIDATION_v96o.mat,22646,27-jun.-2026 22:36:31,38,"F, Fn, Fv, TbyBalance, TbyCO2, TbyCost, TbyMR, Tchecks, Tpreflight, Trepresentative, Tsolutions, Tsummary, X, Xv, balanceScore, decision, diagnosis, formalMat, formalRunDir, gasRef, hybRef, next_step, outByBalanceCsv, outByCO2Csv, outByCostCsv, outByMRCsv, outChecksCsv, outMat, outMd, outPreflightCsv, outRepresentativeCsv, outSolutionsCsv, outSummaryCsv, outTxt, postDir, postFlags, solarRef, summary",0,1,1,1,1,0,0,0,OK,,Optimization/front data candidate.
TRIOBJECTIVE_FORMAL_GA_v96m.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\triobjective_formal_ga_v96m\TRIOBJECTIVE_FORMAL_GA_v96m_20260627_135825\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\triobjective_formal_ga_v96m\TRIOBJECTIVE_FORMAL_GA_v96m_20260627_135825\mat\TRIOBJECTIVE_FORMAL_GA_v96m.mat,17786,27-jun.-2026 22:07:39,44,"F, Tchecks, Tpreflight, Treference, Trun, Tsolutions, Tsource, X, confirm_execute, designDir, diagnosis, exitflag, formalDir, formalFlags, lb, maxGen, modeFormal, nvars, objective_v628b, objective_v95j, objective_v96j_fix1, outChecksCsv, outMat, outMd, outPreflightCsv, outRawMat, outReferenceCsv, outRunCsv, outSolutionsCsv, outSourceCsv, outTxt, output, popSize, population, referenceMode, run_error, run_status, runtime_s, scores, ub, wrapper_v10, wrapper_v17, wrapper_v18, x_selected",0,1,1,1,0,0,0,1,OK,,Optimization/front data candidate.
TRIOBJECTIVE_FORMAL_GA_v96m_raw.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\triobjective_formal_ga_v96m\TRIOBJECTIVE_FORMAL_GA_v96m_20260627_135825\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\triobjective_formal_ga_v96m\TRIOBJECTIVE_FORMAL_GA_v96m_20260627_135825\mat\TRIOBJECTIVE_FORMAL_GA_v96m_raw.mat,10235,27-jun.-2026 22:07:11,15,"F, X, exitflag, lb, maxGen, modeFormal, opts, output, popSize, population, run_error, run_status, runtime_s, scores, ub",0,1,1,0,0,0,0,1,OK,,Optimization/front data candidate.
